Symbol,Price_Increase_Percentage
VERB,4133.94
KULR,4123.08
ALUR,4066.67
QMCO,3982.88
MBIO,3927.03
BYU,3887.50
BNZI,3858.33
GRI,3841.72
SFHG,3834.43
FRGT,3818.92
AKAN,3795.08
PRFX,3767.44
APM,3702.17
LAES,3693.10
CMCT,3690.91
JAGX,3689.47
STBX,3671.43
BTOG,3668.75
NCNC,3600.00
NVNI,3593.94
BHAT,3525.00
KWE,3436.59
RNAZ,3409.52
BENF,3373.68
SPGC,3355.00
FAAS,3313.16
CISS,3306.25
PRPH,3300.00
LGCB,3252.94
JDZG,3251.11
LXEH,3236.41
AMIX,3183.14
SGN,3178.57
TSLZ,3175.14
TVGN,3165.38
NCI,3154.29
GNLN,3153.73
RGTI,3145.45
XCH,3141.49
BIVI,3082.69
TSDD,3076.86
BBLGW,3068.00
MNPR,3056.98
AGFY,3015.87
JUNS,2996.83
DMN,2993.75
BTAI,2969.77
GDHG,2955.56
GCTS,2910.75
CGBS,2904.35
DATSW,2900.00
RSLS,2859.18
VSEE,2853.57
NAAS,2764.86
GSIW,2760.47
MFI,2741.18
ASTI,2689.47
MSOX,2679.72
RLMD,2676.92
HEPA,2675.00
NTRBW,2663.16
XELAP,2650.00
QXO,2633.27
ZAPP,2628.57
VTAK,2609.68
RTC,2591.67
KXIN,2583.64
AWH,2581.25
XTKG,2575.00
WBUY,2566.67
SMXT,2546.67
HTOOW,2500.00
AVTE,2493.60
SGBX,2478.95
NBY,2427.78
QTTB,2401.86
XCUR,2400.00
VRPX,2390.91
SMCX,2353.57
LUCYW,2350.00
GLXG,2318.57
UMAC,2310.20
QMMM,2307.41
LIDRW,2300.00
VSTE,2298.00
NUWE,2296.74
GMM,2266.67
PNST,2266.67
CTM,2258.33
SPPL,2256.00
JFBR,2229.41
BDRX,2227.04
EOSEW,2200.00
NCNA,2182.35
HUDAR,2172.73
GLYC,2171.43
SINT,2168.66
BCTX,2148.57
GNS,2148.39
STFS,2138.75
BNED,2131.40
YI,2119.51
QNTM,2114.81
PIXY,2107.18
QNRX,2107.14
WLGS,2095.45
WLDS,2091.78
WNW,2087.50
RCAT,2081.43
NITO,2081.25
APLT,2067.35
NWGL,2012.50
AUUD,2011.11
DGNX,2010.83
DDC,2008.33
GDC,2000.00
INTZ,1997.14
CNTM,1978.33
SPRC,1950.00
NKGN,1930.00
KZIA,1925.64
CLRB,1922.73
SXTP,1922.47
BTCT,1913.64
FLYE,1905.26
ONCT,1901.89
ASTS,1883.76
LFLY,1877.27
PTPI,1844.44
HSDT,1843.24
VRCA,1833.90
GNPX,1832.14
MVST,1813.33
ALZN,1806.33
REVB,1805.96
ENSV,1800.00
SAVA,1792.38
ICON,1789.47
LDTC,1786.36
CJET,1785.04
SKK,1777.05
BNGO,1773.17
NWTN,1759.57
ALXO,1757.29
OMEX,1756.67
APTO,1739.34
ICU,1733.33
CAPT,1724.32
TPET,1722.78
CTXR,1719.73
KITT,1713.41
BGXX,1700.00
BLRX,1700.00
MYPSW,1700.00
DSY,1696.00
IGMS,1685.71
PHGE,1681.25
KUKE,1669.57
PET,1664.29
TCTM,1658.82
SXTC,1656.67
SPRB,1650.00
TOI,1650.00
WAVE,1645.54
ZJYL,1642.19
ATIP,1634.15
RR,1633.33
WKHS,1625.00
ATER,1617.39
MDIA,1615.00
KAVL,1600.00
SERV,1594.92
CSLR,1585.00
LRHC,1580.00
NUTX,1569.47
PEPG,1563.79
EVGOW,1558.33
CTCX,1555.00
BACK,1548.94
GRRR,1546.41
STI,1544.44
COOT,1539.34
LASE,1536.36
DOMH,1531.25
AREB,1526.32
STEC,1525.00
NCPL,1518.44
SMMT,1513.81
ATNF,1513.64
GXAI,1510.89
AGRI,1500.00
FEBO,1492.79
RELI,1483.76
BRKHU,1471.43
MBRX,1460.00
FGEN,1455.56
QBTS,1421.33
TCRT,1420.00
HCWC,1417.86
PMAX,1416.13
VRAX,1400.00
WGS,1397.41
NXL,1396.67
TOVX,1391.23
NNE,1378.46
OTLK,1377.01
CISO,1376.92
LNKS,1367.14
CRVO,1365.56
DUO,1359.37
OPTT,1358.33
MSTX,1355.80
RILY,1345.42
CABA,1342.69
BCAB,1335.71
LSF,1334.21
BLMZ,1333.33
XELA,1332.00
CLDI,1331.03
ATXI,1328.57
FBLG,1320.41
ARQQ,1319.09
VVPR,1314.29
VRAR,1300.00
TNON,1297.35
PTLE,1296.46
PTIR,1294.20
NMRA,1290.73
SMST,1284.80
UAMY,1282.35
OGEN,1272.00
HOVR,1270.83
TRVN,1269.91
SONN,1256.52
DXYZ,1254.84
IVVD,1254.29
FLYX,1252.51
TSBX,1243.24
ATEK,1241.00
CYCC,1233.33
BHIL,1227.71
MRSN,1208.33
HLVX,1204.52
INOD,1200.37
GATEW,1200.00
APLM,1198.39
ORKT,1190.32
CBUS,1187.78
LTRY,1181.82
ASNS,1177.78
FEAM,1174.44
RAPT,1172.15
SES,1165.00
WOK,1161.19
RVSN,1160.53
SOWG,1154.04
LITM,1153.33
MRM,1152.24
STTK,1151.06
ASST,1150.00
PDYN,1145.83
ADGM,1145.33
INLF,1142.60
ORGS,1141.38
HWH,1140.16
DBVT,1131.82
AMLX,1129.11
VCNX,1128.95
CYTHW,1120.00
NEON,1119.51
MNTN,1118.00
WISA,1116.67
AVGR,1113.89
PALI,1106.25
ZVSA,1104.08
HCWB,1100.00
RETO,1100.00
ANVS,1097.60
ABVE,1097.06
ERNA,1095.45
SOND,1093.18
JYD,1092.86
MNTS,1090.00
OM,1086.36
SEZL,1082.27
OTRK,1080.15
LRE,1076.07
CRNC,1075.21
DOGZ,1074.70
EVAX,1066.67
ELEV,1066.00
KYTX,1059.09
SGLY,1059.09
CING,1057.22
TOYO,1047.79
ATHA,1037.84
VNET,1035.92
NVFY,1033.33
CRGX,1030.67
AUMN,1028.57
BCLI,1028.57
GLMD,1027.96
YIBO,1019.87
CREV,1017.00
ANTE,1015.38
SNTI,1014.47
NXTT,1010.00
MESO,1005.53
OKLO,1005.42
PSIG,1005.26
ICLK,1004.85
EVTV,1003.45
KC,1001.98
CCGWW,1000.00
CGC,997.06
ZKIN,996.55
PRTG,995.71
SCLX,995.24
INTJ,993.06
SOS,992.26
SMR,991.22
CADL,989.55
EOSE,988.52
NLSP,976.02
NXU,971.43
QTI,971.43
CUTR,971.43
RGC,970.63
LUMN,964.95
DNA,964.64
LPTX,964.44
LGCL,963.83
AQMS,963.16
SGMO,960.00
MRNO,955.56
AENT,951.82
DHAI,948.57
MODV,944.72
PPBT,930.00
CSAI,928.04
GOVX,925.69
ALBT,923.70
HCTI,920.69
GRYP,919.23
SPCE,916.67
ZNTL,909.94
AMPG,904.69
FOXO,900.00
NLSPW,900.00
WCT,895.74
QLGN,894.93
AIRJ,894.13
AISP,887.59
EDIT,887.50
OPTX,887.06
RDZN,884.51
MIRA,882.35
SLNH,877.78
LUNA,877.14
STIM,875.00
YGMZ,875.00
AZ,872.94
AFMD,872.83
CHGG,872.34
BCG,871.35
NEOV,869.84
WATT,864.29
AIXI,861.17
RKLB,860.81
VS,859.00
MPLN,858.33
CDIO,857.89
ATNM,857.01
REBN,856.52
TIL,856.34
NKTX,855.29
PC,855.00
LENZ,854.17
ZEO,852.38
BAOS,848.61
GORV,848.00
COCH,847.11
QSI,845.90
ANL,844.86
BLUE,838.20
RENT,837.44
QRTEB,837.00
MGNX,835.04
ATPC,833.33
PRLD,831.51
INSG,831.08
TDTH,829.41
NOTV,828.46
CRML,827.15
TIVC,825.00
DATS,824.75
AIFF,824.73
SOPA,824.66
RZLV,823.57
RGS,817.31
STEM,816.67
RDW,816.15
IPW,812.50
QH,808.00
EZGO,806.67
LIDR,803.51
SRFM,802.22
TKNO,801.74
LGHL,800.00
WALDW,800.00
TRAW,798.69
GDS,797.44
MYSZ,795.24
BBAI,793.10
CCG,792.86
IPDN,792.86
SEATW,792.31
CNEY,788.89
JG,787.29
CTMX,786.36
APP,785.58
GV,785.00
FATE,783.00
ZENA,781.56
IONQ,780.06
TNFA,778.05
GBIO,777.36
RNWWW,775.00
IPSC,774.60
WKEY,769.57
TSLR,769.13
CGTX,767.65
EVGN,766.67
MYND,765.57
UNCY,765.00
FDMT,763.10
TSLL,762.42
VRME,762.07
SWVL,760.39
MFH,760.19
TPST,757.14
CRBP,756.15
LUXHP,755.00
GIFT,754.00
XRTX,753.66
CHRO,753.33
INO,747.70
AIRE,747.17
PMEC,746.94
BOLD,746.67
RENB,745.00
LESL,744.21
TSLT,741.72
ULY,741.46
CDLX,740.98
SKYE,740.26
COMM,736.05
ELWS,734.62
LUCY,734.36
BYON,733.71
BROG,732.50
HOUR,731.33
LGVN,731.17
EBS,729.67
YXT,727.07
SHPH,726.32
KTTA,725.89
KOSS,725.11
NVVE,719.91
TNYA,715.12
MI,714.63
VTYX,714.18
SNGX,713.11
MGRX,711.59
TSLQ,710.90
IPA,710.00
CATX,709.32
KDLY,707.69
SKYQ,707.35
CVM,706.45
ZVIA,704.84
XAIR,703.85
WAVS,702.00
AVTX,701.40
TMCWW,700.00
BPT,700.00
DTSS,700.00
CLOV,698.36
ZKH,693.13
NOVA,692.68
LUNR,692.06
SLRX,691.21
INAB,690.91
FOA,690.24
USEG,690.12
FUFU,689.66
SANA,689.47
OPFI,688.00
AGEN,687.60
BIAF,686.96
HSCS,683.90
PTIX,679.17
POET,679.00
LODE,676.92
MGX,676.40
AIMD,675.00
GPUS,674.81
UVIX,672.53
AEMD,670.83
CRVS,669.23
NIPG,668.83
CMBM,668.75
IMRX,668.00
GUTS,666.42
ISPC,666.23
SEDG,665.63
LTBR,664.71
AZI,664.15
ARBB,663.64
SLNHP,662.71
SATL,662.50
ZJK,662.50
PHIO,661.03
ATOM,659.74
ALAR,659.19
PROC,656.00
GDXD,648.19
MEGL,646.34
CYCN,645.67
ALTS,645.19
BFLY,643.28
SPCB,643.14
KROS,640.74
CRBU,640.54
MMA,639.44
CMRX,637.33
ASPS,637.21
BGM,635.32
ALLK,634.78
LAZR,634.69
BTTR,633.33
UPXI,633.18
ONMD,632.61
SLE,632.43
NVDQ,632.38
CANG,631.82
ESGL,631.71
CARM,628.95
EAST,626.83
FCUV,626.67
DFLI,625.97
HOOK,624.14
PMNT,621.21
OLB,619.63
ENG,618.75
PAVS,618.75
NISN,618.15
CPOP,616.67
CORZ,613.79
SOUN,613.71
NVD,613.36
RVPH,613.33
SAG,612.93
SMCI,612.46
EPIX,608.57
BKYI,607.69
GEVO,606.25
PIII,605.88
RANI,605.65
BOXL,605.30
FCEL,604.59
PCSA,604.26
MOB,604.23
TMQ,604.00
RPTX,602.83
CCM,602.63
SHOT,602.44
HTOO,600.00
PLRX,599.59
FBRX,597.81
INVZ,597.78
VUZI,597.59
RPID,596.55
SEPN,595.20
PEV,595.00
SRRK,594.97
CELU,593.04
DRMA,593.00
LOT,592.50
ALGS,592.31
ENSC,591.98
YANG,591.57
BIOA,591.43
CPIX,591.35
LXEO,589.05
TRSG,588.89
AMPX,588.52
BTCZ,588.17
GRO,588.07
PW,587.50
ANRO,587.27
DJTWW,586.52
PRCH,584.76
AGMH,584.37
SLN,582.76
JSPR,581.54
GODN,580.54
SYRA,579.41
CNVS,579.17
PSNYW,577.78
BMEA,577.66
SMSI,576.92
FAMI,576.47
SKIL,576.23
DJT,575.57
RVYL,573.91
BOF,573.77
RDHL,573.42
INZY,572.41
PULM,570.97
IBG,570.00
TROO,569.86
BKKT,568.04
OXBR,567.82
CURI,566.67
NRXP,566.36
DXF,565.66
SIDU,565.22
CAPR,564.77
AAOI,564.18
OVID,563.46
SCWO,563.33
WOLF,562.23
YYGH,561.97
LITB,559.34
MOBX,558.18
SNAL,557.69
PLRZ,557.53
SBIT,556.81
HOTH,555.17
TARA,555.00
OPTN,553.53
OCFT,552.87
HIMS,551.61
GME,551.56
INM,548.76
CXAI,548.62
TRUG,548.57
JMIA,548.28
VSTM,548.10
SMTK,546.77
LX,544.97
PRZO,544.90
KSCP,544.17
HOWL,540.18
LYEL,539.22
HTCR,537.74
PSNL,537.17
AERT,536.96
HROW,536.88
FTFT,536.84
IVDA,536.22
SURG,534.68
PHUN,531.23
ONDS,529.63
PAPL,529.41
RAY,529.17
VSME,527.69
CMLS,526.98
NVAX,526.25
ZSPC,522.67
APCX,522.58
GTBP,519.77
IRWD,518.71
GODNU,517.55
RDDT,516.89
PLTR,516.87
FNVTU,516.82
SRM,516.67
CHEK,516.07
LFWD,516.00
NTRP,515.94
XFOR,515.38
RFAC,514.62
MLEC,513.21
VRNA,512.82
PYXS,511.71
VERO,511.54
CRIS,511.54
YOSH,511.11
EQ,510.20
TNGX,510.15
DAVE,509.76
SER,508.40
BNRG,508.33
ME,507.62
ETON,507.59
ARBK,504.88
EHGO,504.40
CURR,500.00
PWM,500.00
TDUP,498.00
BON,496.63
LSB,495.74
ETHU,494.07
ADVM,493.75
COEP,493.07
WULF,492.36
WORX,492.00
GORO,491.67
TAOP,491.30
EMKR,489.74
DPRO,488.39
MHUA,488.00
XTLB,487.06
ATHE,487.00
HUBC,486.49
FUBO,486.36
GALT,484.93
SILO,484.42
DM,484.16
WW,483.61
GANX,483.15
MRNA,482.80
SNAX,482.50
IINNW,482.35
RILYP,482.32
APPS,481.36
HBIO,480.25
ADIL,479.17
POAI,476.36
GIPRW,476.19
MGIH,473.95
TC,473.33
HSAI,473.30
MTEK,472.57
ONVO,471.88
BGLC,471.43
IMNN,470.31
BTCS,469.47
TPIC,469.31
SKIN,468.13
BKSY,467.88
JVA,467.83
AEI,467.39
ENLV,466.67
AIM,463.64
ABLV,463.64
SIFY,463.33
ABAT,463.01
INBS,463.00
RAIL,462.94
RFACU,462.26
GLTO,460.86
DOYU,460.73
MKFG,460.51
GRABW,460.00
SENS,460.00
VISL,458.22
RKDA,457.30
RILYL,457.14
PDSB,456.67
MARX,456.62
AZUL,456.05
UXIN,456.03
IBIO,455.24
AMBO,455.00
PAVM,454.39
NCL,453.33
SANW,452.38
AQB,451.06
LIXTW,450.00
EVGO,449.70
MTEN,448.33
XBP,448.10
MRT,447.89
THAR,447.79
MSTR,447.38
GVH,446.81
ACRS,444.21
ORKA,443.55
SHIM,443.54
ETHT,443.41
LIPO,442.99
BCDA,442.94
ZURA,442.74
VNCE,442.52
BATL,440.46
LBGJ,439.22
ARQQW,437.84
LKCO,437.06
CMPX,436.84
TIRX,436.23
GENE,435.82
KINS,435.75
ITP,435.00
SONM,435.00
HTLM,434.63
REAL,434.27
TBMCR,433.33
LNZA,433.33
THRD,432.70
BBLG,431.25
NTRB,430.63
TISI,430.10
KOD,429.68
AEYE,429.64
BMRA,429.17
APLD,428.81
LFVN,428.57
STRM,427.03
STAF,426.85
OBLG,426.69
EUDA,425.00
SST,425.00
CELZ,424.49
MCAGU,423.81
SLDB,422.57
ADUR,422.39
NN,422.25
SBEV,421.43
OMER,421.07
BRNS,420.00
ETHD,419.32
GRAL,418.98
GLE,418.10
PSTX,417.11
SYT,416.95
NGNE,416.57
BTDR,416.06
SNES,415.79
CRDO,415.40
IFBD,415.34
AGL,415.33
VIVK,414.93
QURE,414.21
ADN,414.04
ARTV,413.65
WLFC,413.33
WAFU,413.01
AUR,412.86
ESLA,412.70
AKTX,411.63
SNSE,410.53
LCFY,410.45
MIGI,410.42
TCRX,410.00
GREE,409.30
CARA,409.23
SBET,409.09
XOS,408.90
RLYB,408.82
FRGE,408.57
AMDL,408.20
CDXC,407.64
CONL,406.79
NVRO,405.70
GGR,405.00
PXLW,404.92
SPHL,404.23
IOVA,403.87
SQNS,403.53
IMCC,403.11
CUE,402.22
ASPI,401.61
HYMCL,400.00
ISPOW,400.00
VINE,400.00
SLGL,400.00
AMC,399.16
MSW,399.06
EYPT,398.10
SGMA,397.69
ACXP,397.01
LEXX,396.38
LVTX,395.29
KOPN,394.64
TVTX,393.95
TRIB,393.06
LNSR,392.51
HUIZ,392.09
STKH,388.72
PTHL,388.64
TTNP,388.45
ALEC,388.39
BREA,388.00
ZONE,387.36
ZBAO,387.18
EAF,386.54
KORE,386.36
BOWNU,385.20
SITC,384.51
QRTEA,383.87
SAGE,383.55
IAUX,382.35
ONFO,382.05
SUPV,381.71
ALLT,381.63
SLRN,380.54
QNCX,380.39
HPAI,380.13
CCLD,379.21
BBAR,379.12
FULC,379.02
HOOD,378.61
XGN,378.46
GNLX,378.13
SATX,378.00
PACB,377.59
CCCC,377.11
DXST,374.38
CETY,373.81
CYCCP,373.59
BZFD,373.33
CELH,372.13
HUT,371.94
MAIA,371.65
NCEW,371.59
KRKR,370.65
FLNC,370.63
KAPA,370.59
VERI,370.30
CDNA,369.54
FRZA,369.23
PLBY,369.23
SHLS,368.38
UPST,368.11
PLAG,367.80
AKA,367.17
TIGR,367.10
OMI,367.05
MNYWW,366.67
HOFV,366.67
CSCI,366.39
FMST,364.00
NDLS,363.64
SLQT,363.51
WIMI,363.49
KPLT,363.39
OPAD,362.69
LPSN,362.22
IBRX,361.84
JEPY,361.75
FRSX,361.40
ALRN,360.87
BTOC,360.00
EKSO,359.57
TSLS,359.32
TTEC,359.16
DCTH,358.65
PPTA,357.79
GFAI,357.45
SUGP,357.33
HPKEW,357.14
CRMD,357.10
NRSN,356.86
RGLS,356.63
LXRX,356.45
CODX,355.10
UI,355.00
RGNX,354.26
CAN,354.17
IXHL,353.23
VCSA,353.14
LB,352.46
BRFH,351.96
SRI,351.82
GOTU,351.34
WETH,351.33
FLUX,351.24
MKTW,351.16
OPRT,350.73
TXG,350.58
EVTL,350.42
ZBIO,350.26
ASPN,349.80
GSUN,349.32
NRDY,349.32
TSL,348.93
DGHI,348.81
OSTX,348.72
MRNY,348.20
CCLDO,347.70
NCTY,347.61
OTLY,346.67
SKGRW,346.67
BYRN,346.47
NFE,346.42
WOOF,346.10
LMFA,345.99
ANTX,345.98
BLAC,345.18
RBOT,344.96
ADMA,344.36
AVXL,344.31
BTFX,343.88
DDL,343.52
PCLA,343.44
JZ,343.40
EAT,343.21
UPB,343.01
INDP,342.86
ROOT,342.73
ACHR,342.55
DTIL,342.38
PRTH,342.20
OPRX,340.48
KOLD,340.08
CMTL,339.87
CMMB,339.66
GP,338.89
FSI,338.79
OMIC,338.39
MPU,338.16
ALLO,337.88
SNOA,337.21
AXTI,337.21
TOON,336.96
NVA,336.78
CMTG,336.04
AMWL,336.00
CHPT,335.71
CASK,334.78
UONEK,334.72
NINE,334.67
AREC,334.15
CVNA,333.13
LVWR,332.57
ABVC,332.50
YCBD,332.26
ORGN,331.82
YHGJ,330.23
ICG,330.00
LTRN,329.75
COE,328.33
GPRE,327.76
TKLF,326.50
CLIK,326.21
FNGD,325.79
EDAP,325.00
LPTH,325.00
TLSA,324.39
VATE,324.31
CVKD,324.07
SACH,324.00
QSG,323.91
MSAI,323.73
API,323.64
PTN,323.53
NVTS,322.86
CCLDP,322.72
WBX,321.95
BGFV,321.43
BLNK,321.35
FGL,320.80
FTCI,320.45
DUOT,320.20
BITU,319.81
AGX,319.75
CURV,319.27
BTCL,318.65
LRMR,318.53
ODP,318.53
ADXN,318.29
GLST,317.80
MASS,317.68
BMR,317.39
INKT,316.67
EVH,316.67
SPAI,316.67
BITX,316.47
ENGN,316.29
VEEE,316.13
AMTX,315.98
TBRG,315.89
INUV,315.79
LANV,315.38
ROMA,315.00
PLCE,313.84
DAO,313.29
MRKR,313.10
SCOR,312.68
ANEB,312.50
TLRY,312.50
MBOT,312.20
MSGM,311.88
APRE,311.63
PSTV,310.77
WHLRP,310.71
ATLX,310.68
ABOS,310.48
GWH,309.88
UP,309.82
MEXX,309.74
NAOV,309.68
XMTR,309.12
PNBK,309.09
STRO,308.67
UCAR,308.23
BLACU,308.04
TRML,306.99
FLGC,306.94
ALAB,306.93
QTRX,306.85
VIGL,306.71
KRRO,306.47
NEP,306.27
SDIG,306.06
BOWN,305.90
UNFI,305.13
AUST,303.80
PTON,303.70
UGRO,303.33
BDTX,303.16
VERV,303.02
REE,302.75
PRME,302.67
CMPO,302.50
ADAP,301.96
PL,301.80
LWLG,301.67
PMN,301.54
CDTG,300.00
CHRS,300.00
SCNI,300.00
TEM,299.52
MYTE,299.36
VSAT,299.10
BW,298.67
RIGL,298.66
LPCN,298.31
CMPS,297.78
PASG,297.78
BLBX,297.35
AKYA,296.86
EXK,296.50
MDAI,296.34
JELD,296.17
INTS,296.00
MSTY,295.85
YMAB,295.83
MARXU,294.74
MRVI,294.54
DTC,294.37
AUTL,294.05
WVE,293.88
SABS,293.75
CCTG,293.33
GRFX,292.86
TXMD,292.86
ADPT,292.54
SHLT,292.12
FTK,292.05
VERU,291.84
AHG,291.67
CSR,291.14
RITR,290.62
SMLR,290.61
STAA,290.22
NXTC,289.39
AREN,289.29
BETR,289.11
SEED,289.02
LIVE,288.66
PSQH,288.50
VIOT,288.00
OLMA,287.41
INSM,287.36
GELS,287.32
ADCT,287.05
VOXX,286.78
BGI,286.41
GLUE,286.29
ATRA,285.74
OCTO,285.71
VOR,285.71
ILAG,285.71
XYF,285.36
SUUN,284.62
FNGR,284.47
LVO,283.93
LMND,283.82
IREN,283.61
ZETA,283.15
MOLN,282.53
PRTS,282.35
LAC,281.68
RMTI,281.48
UVXY,281.41
GGAL,280.07
NTLA,279.58
BABX,279.49
PLSE,279.36
MRIN,279.17
BTM,278.49
AXGN,278.38
PHAT,278.31
CYRX,278.01
ENTA,277.92
HRTX,277.88
VST,277.84
CLRO,277.78
NXPL,277.46
RZLT,277.44
SMTC,277.41
AP,277.03
GEV,276.34
CLPT,276.13
LOBO,276.00
ASAI,275.94
XTNT,275.76
EDN,275.11
DRIO,275.00
IKT,275.00
CVGI,274.59
CASI,274.15
AXIL,274.01
BFRI,273.85
HNST,273.75
AYRO,273.47
JCSE,273.44
DH,273.26
ITRM,272.84
DOCS,271.12
KLTR,271.05
JWEL,271.00
OMH,270.97
AFRM,270.92
LU,270.54
TURB,270.54
SITM,270.47
FREY,269.23
RDIB,269.20
BAER,269.05
MITQ,269.05
SGHT,269.00
GMGI,268.82
BVS,268.72
DYN,268.69
BLIN,268.42
JDST,268.01
ZOOZ,268.00
LSE,267.82
ULCC,267.74
MSOS,267.64
SNT,267.59
AHT,267.31
WEED,267.26
PROK,266.94
LEU,266.91
ECOR,266.35
ARBE,266.19
ANGH,266.13
FBYD,266.02
GERN,265.75
TSE,265.62
XELB,265.52
FWRD,265.03
TPL,264.70
ELDN,264.47
CGEM,264.17
TIXT,263.96
MIND,263.93
CANF,263.57
TSHA,263.03
OUST,263.01
BEEM,262.26
IMTE,262.26
PALT,261.84
TUYA,261.72
SVCO,261.64
OST,261.25
SELX,261.25
IMRN,261.21
NBIS,261.04
BYND,260.97
EDSA,260.65
IMNM,260.42
SSY,260.38
BERZ,260.36
WRD,260.07
ZCMD,260.00
CORT,259.88
FBIOP,259.47
RNAC,259.09
CLS,258.43
GURE,258.00
CNTX,257.14
INHD,256.67
BMTX,255.86
PDEX,255.82
UK,255.77
VKTX,255.66
ALHC,255.38
HUMA,254.80
PACS,254.77
FTHM,254.74
BE,254.70
COMP,254.67
TMC,254.17
RUM,253.66
OPI,253.57
SWIM,253.36
FLYD,253.21
ZIM,252.88
SSG,252.15
TMCI,252.04
LIXT,252.00
TSLA,251.97
OPT,251.96
OCGN,251.67
RLAY,251.48
CAMP,251.43
JNVR,251.34
YINN,251.23
CVRX,250.78
CNF,250.62
IHRT,250.62
QUIK,250.51
CNTB,250.00
GLLIR,250.00
IGC,250.00
RCKT,249.44
ELF,249.34
TZOO,249.02
NNVC,248.54
ESOA,248.51
XPEV,248.09
CRGO,248.03
EVOK,248.02
FOSL,248.00
PSNY,247.54
MATH,247.50
REKR,247.44
GATO,247.18
ANNX,247.11
BKTI,247.09
KGEI,247.02
AMLI,246.88
BFRG,246.85
ACCD,246.75
MSS,246.67
OCC,246.53
ZENV,246.43
BOIL,246.41
KURA,246.28
PCT,246.22
CPHI,246.15
GAME,246.15
ICCM,245.83
TLN,245.65
REPL,245.53
GDXU,245.26
ANY,245.00
NRGV,244.87
CTHR,244.83
EZFL,244.75
CE,244.33
WEBS,244.21
RNA,243.56
BNR,243.13
NAMI,242.92
ELTX,242.81
IBTA,242.44
SPIR,242.33
GHRS,241.67
WYY,241.53
WHLRL,241.49
BMA,241.17
SCYX,241.11
CRS,240.96
TSAT,240.84
UCL,240.21
CYD,239.84
PLAY,239.43
SFIX,239.32
ASM,239.13
BOLT,239.13
MWG,239.13
DMRC,239.09
AMST,238.92
WKSP,238.89
DSP,238.87
XBIT,238.78
FLYW,238.52
NEGG,238.46
ANAB,238.33
HYLN,238.02
