Symbol,Price_Increase_Percentage
STFS,2135.68
CUBT,2115.38
WATT,2105.88
PEPG,2092.93
NITO,2067.70
SBEV,2064.85
HGAS,2063.06
SKK,2056.31
LPTX,2054.75
UOKA,2051.90
HTCO,2042.86
YXT,2036.93
GRRR,2012.44
NVVE,2009.76
GETR,2000.00
UMAC,1990.27
INTZ,1979.32
GLMD,1969.57
PCSA,1966.67
OMEX,1963.09
MYNZ,1961.22
MTNB,1921.90
BTCT,1913.64
ORKT,1911.57
TRAW,1904.12
MJNA,1900.00
OGEN,1900.00
SONX,1900.00
TPHS,1895.47
ELEV,1859.28
CSAI,1856.34
IOTR,1854.25
AIJTY,1833.33
FNCH,1832.93
INLF,1826.61
AIMI,1812.35
RELI,1810.71
RCAT,1808.50
GNPX,1802.33
YGFGF,1800.00
XHLD,1797.36
FEBO,1793.74
NMAX,1792.86
RBNE,1767.42
WGHTQ,1760.07
RLMD,1759.40
SGD,1755.86
ADGM,1751.20
YIBO,1738.95
TOVX,1733.96
MNTS,1730.76
BIAF,1723.86
NKGN,1720.96
KAVL,1718.38
KITT,1710.96
BGXXQ,1710.59
DWTX,1707.41
NIPG,1693.94
CNTGF,1691.22
AREN,1684.76
INHD,1681.98
FBLG,1668.42
LUNA,1668.18
NTCL,1667.92
INEO,1665.96
INTS,1658.62
ERNA,1643.03
TNON,1636.12
ASTI,1632.48
GITS,1624.14
OPI,1622.86
RR,1620.71
DEVS,1612.33
LEJUY,1591.54
EVTV,1580.37
PMAX,1578.57
ATHA,1571.98
IBO,1567.57
EVAX,1562.50
DOMH,1544.45
GNS,1531.43
APM,1528.24
STEC,1527.44
ILLR,1520.69
LUCY,1517.63
ANVS,1510.81
ATIP,1507.32
REE,1500.66
HSTOQ,1500.00
CURR,1497.09
SLRX,1493.27
CNEY,1481.03
PSIG,1468.92
CDIO,1461.78
BNZI,1458.67
INAB,1453.57
BLRX,1447.83
ENTO,1445.95
GOVX,1431.51
CLRB,1426.79
CEIN,1414.78
TDUP,1412.92
DRCT,1400.11
TNFA,1384.43
HIT,1382.42
SONN,1381.48
TWNP,1380.00
CISO,1376.92
BZAI,1370.59
PLRX,1363.50
PTLE,1361.11
SRXH,1360.90
OPTT,1358.33
RADX,1356.16
GDC,1350.00
CJET,1344.94
CAPT,1336.67
EVKG,1328.57
DSY,1327.62
AGEN,1326.81
CMBM,1326.10
ARQQ,1319.09
SGLY,1316.93
UAMY,1314.96
NLSP,1314.46
MNDR,1311.38
CLDI,1300.00
SMMT,1298.11
VEEA,1295.49
SBC,1293.89
CRNG,1292.76
VRAR,1291.10
AGH,1288.46
SALM,1284.11
SGBX,1283.33
NUWE,1275.59
VOR,1273.00
VVPR,1271.55
SLSN,1271.07
CABA,1269.59
OVID,1264.95
SICPQ,1263.64
RZLV,1256.07
GWH,1255.76
STAI,1254.44
IRWD,1248.89
LXEO,1244.83
BNED,1243.47
BNET,1241.18
ATEK,1241.00
CARM,1240.86
MOVE,1240.38
TBH,1238.46
SERV,1237.91
BW,1234.23
CRBP,1234.05
ZVSA,1232.49
SMXT,1230.00
AMOD,1222.55
TPET,1216.46
SPRB,1215.79
OSRH,1213.73
FEAM,1213.13
IDAI,1211.18
CGTL,1206.44
CGC,1203.90
SMTK,1200.00
FDMT,1197.31
BDMD,1187.62
ZNTL,1187.13
GRTX,1185.71
AGRI,1182.00
HBIO,1179.77
LOT,1173.58
XFOR,1169.67
SES,1165.00
CTNT,1162.13
HOOK,1160.75
SONM,1158.82
SXTC,1154.74
CRVO,1153.89
LASE,1153.16
LRE,1150.91
WAI,1150.00
ICU,1147.75
ALGS,1144.68
LDTC,1143.78
RANI,1142.67
OM,1141.02
AZUL,1137.99
LITM,1136.84
IVF,1134.79
TSSI,1133.78
LGHL,1133.57
MBRX,1132.70
FBGL,1132.47
RCKT,1131.96
KBSX,1128.57
APXIF,1127.62
RETO,1109.79
BIVI,1109.68
TVGN,1108.92
LTRY,1101.18
NWTN,1101.08
GRO,1100.00
EVCO,1099.00
SBFM,1097.30
SOND,1093.18
TNYA,1091.67
BDSX,1087.43
UPXI,1087.27
RDHL,1085.67
ENVB,1084.99
LMPX,1084.83
LGCL,1082.14
OKUR,1076.47
LESL,1075.44
CRNC,1075.21
AMBR,1068.75
AZ,1068.24
FNMA,1067.65
TNGX,1066.99
KSCP,1066.53
HLVX,1064.18
PRCH,1061.90
ZOMDF,1060.67
NFE,1060.18
CING,1057.22
ISPC,1056.86
IPDN,1056.79
GBIO,1055.06
GMM,1053.84
SKYQ,1043.75
PRFX,1042.86
VSA,1042.86
SLN,1040.61
BCLI,1040.61
CGTX,1040.35
STIM,1038.46
NBY,1036.00
SLE,1031.03
ONMD,1023.33
EOSE,1018.54
TLLTF,1017.65
SNAX,1015.70
ANTE,1015.38
PRLD,1014.57
SNTI,1014.40
PSTV,1012.58
ACXP,1008.33
OKLO,1005.42
KC,1001.98
TLYS,999.82
AUUD,997.91
VRAX,997.55
SILO,997.29
ANRO,996.88
QNRX,996.82
PRTG,996.76
BTOC,994.42
STTK,993.61
MRSN,993.09
FLX,992.04
OMQS,989.92
NGNE,984.28
IBIO,983.80
PDYN,983.33
CRIS,977.45
CBUS,975.71
WYHG,971.33
PSIX,971.19
ASNS,969.02
LUMN,964.84
OTLK,963.22
SKYE,962.28
VRNOF,958.54
VERB,957.74
QVCGA,953.98
DTEAF,952.30
BCAB,952.08
AENT,951.89
TSBX,951.72
GPUS,948.37
SOPA,946.84
BCTX,946.26
SGMO,945.72
ABTS,944.03
CATX,934.38
KIDZ,933.98
QLGN,932.81
CISS,931.58
PPBT,930.00
PHGE,927.25
ALBT,923.69
PHIO,913.77
BMEA,912.79
IPSC,912.29
LSB,908.89
BOXL,904.72
AMPG,904.69
TROO,902.46
RILY,901.50
SBIG,900.00
CASK,900.00
SECOY,900.00
SFRT,900.00
AIRE,897.78
LPRO,895.71
OPGN,895.64
RVSN,894.88
OPTX,892.78
LAZR,890.90
STRO,888.34
RGLS,887.83
ZJK,887.06
IMNN,886.49
SEZL,883.83
MIRA,882.35
EHLD,881.46
CODX,880.18
EXOD,876.71
DCSX,875.99
CRML,875.61
ARTV,872.47
LVWR,868.71
NPWR,864.86
HOWL,863.03
GV,860.00
VS,859.00
ACRV,858.49
TIL,856.34
CAPS,855.70
BOLD,855.66
PC,855.00
ORKA,854.75
FMCC,851.87
KTTA,851.78
BAOS,848.61
VNET,843.27
QSI,842.66
JMIA,840.00
GGR,836.17
KYTX,834.83
TC,834.78
STKH,833.61
WIMI,832.91
INDP,831.87
MYSZ,829.50
PROK,828.74
DATS,824.75
AIFF,824.73
AQMS,824.67
BIOA,824.31
MTEN,822.22
RGS,819.69
TLIS,816.35
XAIR,815.54
VRME,814.24
INM,812.56
CLYM,812.38
TCRX,810.78
SPRC,808.63
ENSC,805.55
TPIC,802.10
QH,800.75
TUEMQ,800.00
AZI,798.00
TKNO,797.84
SPCE,796.33
FATE,795.48
SAIH,795.00
BLUE,793.75
PTIX,793.61
CDTG,792.31
PHAT,791.86
CHGG,790.71
BBAI,789.27
ATPC,788.79
JG,787.29
TPST,786.97
IPW,784.85
GCL,783.52
SNGX,782.73
RVPH,782.47
LGPS,782.35
QNTM,781.81
ZENA,781.56
KRRO,780.50
TRUG,780.14
IONQ,780.06
LIDR,777.91
TCRT,775.39
MCOM,775.00
PWM,770.41
WKEY,769.57
INO,768.31
HUMA,766.96
APP,765.58
FCEL,765.55
INZY,765.46
MRIN,764.14
LXRX,763.89
TGEN,763.08
YCBD,760.32
MFH,760.19
ICG,760.00
PALI,758.33
JSPR,757.51
ALAR,757.39
REBN,754.37
GIFT,754.00
OCFT,753.08
AEVA,751.82
FGEN,750.00
RENB,749.36
WORX,748.72
GIBO,748.42
CRGX,748.33
NXL,747.15
MTC,745.49
CHRO,744.44
NCPL,743.96
GMBL,740.00
RENT,739.84
ATNM,739.49
ELWS,734.62
BULL,733.96
SPPL,733.33
SUP,733.33
YOSH,733.33
VERO,732.86
EONR,731.91
HOUR,731.33
LGVN,730.41
LFSWF,730.37
SHFS,727.30
LHSW,726.26
TMDE,725.00
OCG,720.88
MTVA,719.17
QTIH,717.65
EVGN,715.68
NXTC,712.46
ZVIA,711.38
HURA,710.84
APLM,708.50
ANL,708.18
CRTD,707.69
GUTS,707.56
JVA,707.32
LODE,704.78
SCWO,701.74
CDLX,701.64
WAVE,701.36
LTBR,700.90
CORBF,700.00
HWH,700.00
NTPIF,700.00
ODTC,700.00
RKLB,699.52
GLTO,699.38
ASPN,696.87
NEGG,695.18
KROS,693.53
LUNR,692.06
NNE,690.30
USEG,690.12
FOA,689.67
NEON,689.47
ZJYL,689.19
ROMA,687.11
SORA,686.11
RLYB,685.60
JZXN,683.49
ALEC,679.31
IVVD,672.70
AUMN,671.43
MYGN,669.03
ZKIN,668.29
DAVE,667.11
IBG,666.59
LOBO,664.72
BNRG,664.24
IRBT,664.20
CAMP,663.98
IOVA,663.50
SNWV,663.37
ALTS,662.79
SATL,662.50
CANN,660.00
ATOM,659.74
ADAP,658.59
ARAI,657.58
KAPA,656.29
FLNC,654.91
PNBK,654.55
TSNDF,652.69
FGL,651.43
CNF,651.12
GXAI,650.00
SRFM,646.67
BHAC,646.27
DYN,646.07
CYCN,645.66
BBLG,645.61
SPCB,643.14
BTCY,641.94
LX,641.08
TRIB,639.58
SUAC,638.92
OBLG,636.84
SLXN,635.65
PRME,634.23
ITHUF,633.33
AONC,632.67
EZGO,631.79
WRD,629.68
BOWN,629.52
BDRL,628.48
FCUV,626.67
ZSPC,626.44
HAIN,625.38
BNSOF,625.00
DRMA,624.64
VSME,623.53
HSDT,623.32
VTYX,622.86
MDIA,622.57
FAMI,621.68
NISN,618.15
LYEL,617.95
CIIT,617.33
TMC,615.67
BCG,614.62
GELS,614.19
BMGL,612.88
FTFT,612.17
FTRE,612.03
CREV,609.50
BKYI,609.47
ITP,608.61
ZIVO,607.67
GEVO,606.10
CCCC,605.99
HUIZ,605.33
MOB,603.53
CCM,602.63
ENGS,601.37
CURLF,600.74
MKZR,600.37
MIGI,600.00
STAB,600.00
CVGI,598.66
FBRX,597.81
INVZ,597.78
OST,597.57
RPID,597.29
VUZI,597.29
CPIX,597.12
LRMR,595.65
SEPN,595.20
SRRK,594.97
TELA,594.04
CWD,593.33
GDS,591.70
CANG,590.00
HSAI,586.93
MRNA,586.05
AMPX,585.75
CURI,585.71
MMA,585.00
COMM,584.76
EPWK,584.21
CNVS,583.92
EDIT,583.44
ARBK,580.81
HOVR,579.17
YGMZ,576.51
ETON,575.47
BOF,575.43
VRNA,575.42
NCL,575.41
DXST,575.29
SGMA,573.96
THAR,571.22
SIDU,571.05
ZBAO,570.75
CAPR,564.77
AKAN,564.44
AAOI,564.18
BRCNF,563.58
HTOO,563.41
EKSO,562.62
GREE,561.90
TIVC,561.60
BIYA,561.16
CNXX,560.00
CTMX,560.00
HTCR,559.38
LITB,559.34
PHUN,557.66
SNAL,557.31
TARA,557.05
CTNM,556.72
BATL,556.19
WBX,556.00
MI,555.37
HOTH,555.17
SOUN,553.93
JZ,552.56
BPT,551.85
HUBC,551.16
RAPT,549.63
SANA,548.41
PLAG,548.34
PYXS,546.89
PRZO,544.90
DEFT,542.86
NCI,542.86
ZYXI,539.76
LSH,539.29
MYND,537.08
AERT,536.96
SRM,536.75
HUSA,536.44
ALMU,536.00
PLTR,535.52
EVOK,535.05
PSNL,534.36
IVDA,533.86
ONDS,533.62
MRKR,530.53
NIXX,529.63
DVLT,528.83
NKTX,528.24
VIVK,526.82
IQST,526.05
RDGT,525.00
INV,525.00
OSTX,525.00
SDOT,524.91
UP,524.24
SUGP,522.61
CTEV,521.67
IMTE,521.45
RAIN,519.43
FEDU,516.85
FOXX,514.34
WAFU,513.93
NTRP,513.72
ECDA,512.59
LIPO,512.24
CAN,511.56
TERN,511.26
ANNX,510.89
ALDX,510.17
DOGZ,508.74
NTHI,508.27
XIN,507.76
BFLY,507.32
SERA,506.49
VIGL,505.95
COGNY,505.56
URGN,505.26
EHGO,504.18
KOD,504.16
RLAY,503.94
WGS,502.61
MRVI,502.40
AIRS,501.31
YVRLF,500.00
KANT,498.96
LMFA,498.83
ARBE,498.82
INOD,498.15
CEP,498.10
BROG,497.50
INTE,497.01
RMTI,496.20
GORO,495.97
BLNK,495.14
IINN,493.64
COEP,493.07
FNVTF,492.89
SNES,492.31
CETY,492.08
DYNT,490.75
LVLU,490.16
BGM,489.29
PRTA,488.43
MHUA,488.00
SMCI,487.83
ATHE,486.41
FUBO,486.36
PULM,484.27
MGNX,483.00
SVCO,482.82
OPFI,482.20
ARVN,482.03
EVTL,481.45
APPS,481.36
OLMA,481.12
PONY,481.02
MGRX,480.23
OPAD,479.76
DBVT,479.72
RBCN,479.07
STEM,477.92
GPRE,477.71
ARBB,477.55
BEEM,477.44
HLGN,475.82
JL,475.54
AGAE,474.24
ZURA,473.20
UPB,473.15
MBX,472.92
MTEK,472.11
CRVS,471.43
IMPM,471.43
RYET,470.90
HYFM,470.07
HOFV,469.86
ADVM,469.66
BTCS,469.47
ESPR,468.95
NVFY,468.83
BKSY,467.88
UGRO,467.21
BDTX,464.85
COSM,464.08
NOTV,463.48
EPIX,462.86
SST,462.07
AMLIF,461.90
MGX,460.98
SENS,460.00
ARCT,459.70
GCTS,459.41
ZKH,458.80
VISL,458.22
POAI,456.36
MOBQ,456.25
UXIN,456.02
AMBO,455.00
PTHL,453.79
SIFY,453.36
SANW,452.38
SQZB,452.38
RDW,450.83
QSG,447.16
BKKT,446.40
NRXP,446.36
CHEK,442.86
VNCE,442.52
MGIH,442.06
HIMS,441.80
JELD,441.28
MEGL,441.18
CLOV,441.05
PMNT,439.65
RAY,439.53
LBGJ,439.22
SNOA,435.66
STRM,435.55
LWLG,435.38
CSCI,435.20
NXPL,434.88
HTLM,434.63
AAUAF,433.33
CMPX,433.33
RAIL,433.11
UFG,433.04
ROOT,432.14
TOYO,430.88
PACS,430.43
MSTR,430.27
MPU,429.90
ANY,426.32
ADIL,425.95
BMRA,425.88
WXM,425.59
LFVN,424.52
SHOT,422.43
ACRS,422.06
CELU,421.63
SRI,419.77
PDSB,419.69
TLRY,419.57
GRAL,418.98
FTHM,418.46
AKTX,417.65
PASG,417.51
ASTS,416.93
SATX,416.52
GLE,416.18
CNL,416.00
TRSG,416.00
AGL,415.33
PLUG,414.49
QURE,414.21
ADN,414.04
SEED,413.64
AUR,412.86
ESLA,412.70
INDI,411.11
GFAI,410.53
LCFY,410.45
TTGT,409.58
MTBLY,409.50
SRPT,408.06
MDCX,407.95
REAL,407.54
CPOP,407.48
KLXE,407.28
MAAS,405.42
FNGR,404.84
FRSX,404.80
,404.18
PMN,404.04
THRD,403.77
SEDG,402.93
SINT,402.70
FLGC,402.26
ASPI,401.61
SABS,401.00
ENZB,400.99
CNTX,400.00
GNCAQ,400.00
KBNT,400.00
POLCQ,400.00
BTDR,399.81
WGRX,399.29
MSW,399.06
MURA,398.95
MNY,398.91
OCTO,397.95
MWYN,397.78
TMQ,397.43
GDEV,397.21
AMZE,396.82
KPTI,395.72
NVTS,395.33
QRHC,395.29
RNAC,394.92
LNSR,394.57
SMSI,394.14
SLGL,394.01
ACHR,393.51
XYF,393.30
KINS,392.31
CXAI,392.15
WKSP,391.80
KOSS,391.60
DNUT,391.47
EU,391.09
SPRO,390.89
WTF,390.12
VIVHY,389.84
KLRS,388.64
TTNP,388.45
RXST,387.63
HXHX,387.60
UHG,387.50
BITF,387.37
SDA,387.14
LOCL,387.11
EAF,386.54
IFBD,386.52
VRA,384.30
ENGN,383.02
SPWH,382.61
SEI,382.45
BRCC,382.43
RDZN,382.35
TZUP,382.18
RPTX,382.02
YSXT,381.95
PIII,381.79
HPAI,381.70
HOOD,380.19
NEOG,380.10
NAGE,379.83
MSGM,379.06
QNCX,378.89
CANF,378.57
CHPT,378.43
NAK,377.78
NTLA,377.63
EDAP,376.98
PSQH,376.66
ADVB,376.58
EVH,376.35
NVAX,376.25
WETH,376.19
TROX,375.86
MSAI,375.71
OPEN,375.38
UNCY,375.15
ORGN,374.88
GPCR,374.58
QTRX,373.58
ATLN,372.63
MEG,372.50
EVGO,372.40
POET,372.12
PVLA,372.10
AVTX,371.98
NCEW,371.59
GMGI,371.43
KRKR,370.65
BPTSY,370.59
DTSS,370.55
BCYC,370.16
ASPS,370.02
LEXX,369.74
SCNI,369.47
PLBY,369.23
CASI,369.11
RDDT,368.98
PAVS,368.75
MCRB,368.61
NAUT,368.18
UPST,368.11
HKPD,367.84
AMRC,367.37
ALLT,367.33
LB,367.20
BIRD,366.51
NRXS,366.17
BYON,366.10
ELTP,365.99
DNA,365.76
TOPP,365.50
DJT,365.36
ROLR,364.84
MFI,364.24
AP,363.51
GP,363.41
SNBR,363.17
DMRC,362.84
AERG,362.79
RAPP,362.52
DCGO,361.79
AMLX,361.59
TYRA,361.06
AKA,360.71
CMTG,360.56
MATV,359.91
SWIN,359.48
ZEO,359.47
CNFR,358.91
OXBR,358.71
XIFR,358.11
OMER,357.91
DUOT,357.77
BORR,357.42
FLD,357.37
PW,357.27
BQ,356.79
CCTSF,356.67
JXG,356.52
GERN,356.41
TCNNF,356.29
CBWTF,356.25
WULF,355.88
UBX,355.88
NBR,355.35
DBI,355.14
JUNE,354.55
CRBU,354.47
XNET,354.11
YMAB,353.80
VEEE,353.66
SWVL,352.80
AUTL,352.49
DPRO,352.42
NRGV,352.26
MOBX,351.89
ZBIO,350.43
SQNS,350.00
LZMH,350.00
HELE,349.86
PRSO,349.65
DLHC,349.58
KOS,349.10
DGXX,348.81
GLYC,348.08
VYNE,347.64
PHH,347.57
ABVC,347.50
BYRN,346.47
TECX,345.77
BGFV,345.62
RBOT,344.96
ELF,344.88
DTI,344.76
FTK,344.57
EQ,344.51
AEMD,344.21
KORE,343.64
EWCZ,342.65
GPRO,342.21
OMH,342.18
SPAI,342.17
AREC,342.11
CUE,342.02
EGLXF,342.01
GSUN,341.33
CVSI,341.30
RVYL,341.08
LPCN,339.93
MIST,339.72
HIVE,339.68
True,339.37
BAER,339.33
DXLG,338.81
FSI,338.79
FULC,338.53
ALLO,338.46
PCVX,337.67
ENFY,337.15
ECOR,337.00
NVA,336.78
GALT,336.64
OTRK,335.43
MARK,334.15
KURA,334.01
HRTG,333.88
CMTL,333.61
VSTM,333.33
NEUP,332.76
CVRX,332.40
VKTX,331.97
PRQR,331.78
